DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,DA_FREE_RESTR_FLAG,DA_FREE_RESTR_KEY,DA_FREE_RESTR_REMARK,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,,,,F,10,BH COUNTY: 255,0908545,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 140,0908545,FREE_FORM
,,,,F,12,"SURVEY NAME:     HERNANDEZ, J",0908545,FREE_FORM
,,,,F,13,LEASE LINES:     000708.00 FSW           L,0908545,FREE_FORM
,,,,F,14,000050.00 FNW           L,0908545,FREE_FORM
,,,,F,15,SURVEY LINES:    004989.00 FNE           L,0908545,FREE_FORM
,,,,F,16,000050.00 FNW           L,0908545,FREE_FORM
,02,,01,,,,0908546,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908546,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908546,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908546,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908546,FREE_FORM
,,,,F,05,LATERAL # TH1,0908546,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908546,FREE_FORM
,,,,F,07,LEASE LINES:     000729.00 FS            L,0908546,FREE_FORM
,,,,F,08,001192.00 FSW           L,0908546,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908546,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908546,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 140,0908546,FREE_FORM
,,,,F,12,"SURVEY NAME:     HERNANDEZ, J",0908546,FREE_FORM
,,,,F,13,LEASE LINES:     001307.00 FSW           L,0908546,FREE_FORM
,,,,F,14,000050.00 FNW           L,0908546,FREE_FORM
,,,,F,15,SURVEY LINES:    004390.00 FNE           L,0908546,FREE_FORM
,,,,F,16,000050.00 FNW           L,0908546,FREE_FORM
,02,,01,,,,0908548,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908548,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908548,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908548,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908548,FREE_FORM
,,,,F,05,LATERAL # TH1,0908548,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908548,FREE_FORM
,,,,F,07,LEASE LINES:     000679.00 FSE           L,0908548,FREE_FORM
,,,,F,08,000770.00 FNE           L,0908548,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908548,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908548,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 140,0908548,FREE_FORM
,,,,F,12,"SURVEY NAME:     HERNANDEZ, J",0908548,FREE_FORM
,,,,F,13,LEASE LINES:     000802.00 FNE           L,0908548,FREE_FORM
,,,,F,14,000050.00 FNW           L,0908548,FREE_FORM
,,,,F,15,SURVEY LINES:    003798.00 FNE           L,0908548,FREE_FORM
,,,,F,16,000050.00 FNW           L,0908548,FREE_FORM
,02,,01,,,,0907967,CANNED
,03,,02,,,,0907967,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907967,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907967,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907967,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907967,FREE_FORM
,,,,F,05,LATERAL # TH1,0907967,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907967,FREE_FORM
,,,,F,07,LEASE LINES:     000140.00 FSE           L,0907967,FREE_FORM
,,,,F,08,000362.00 FNE           L,0907967,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907967,FREE_FORM
,,,,F,10,BH COUNTY: 255,0907967,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 220,0907967,FREE_FORM
,,,,F,12,"SURVEY NAME:     ODOM, B",0907967,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNW           L,0907967,FREE_FORM
,,,,F,14,000305.00 FNE           L,0907967,FREE_FORM
,,,,F,15,SURVEY LINES:    004176.00 FNE           L,0907967,FREE_FORM
,,,,F,16,005181.00 FSE           L,0907967,FREE_FORM
,02,,01,,,,0907713,CANNED
,03,,02,,,,0907713,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907713,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907713,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907713,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907713,FREE_FORM
,,,,F,05,LATERAL # TH1,0907713,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907713,FREE_FORM
,,,,F,07,LEASE LINES:     004592.00 FNW (CONRER)  L,0907713,FREE_FORM
,,,,F,08,000350.00 FNE           L,0907713,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907713,FREE_FORM
,,,,F,10,BH COUNTY: 255,0907713,FREE_FORM
,,,,F,11,SECTION:  29     BLOCK:           ABSTRACT: 9,0907713,FREE_FORM
,,,,F,12,"SURVEY NAME:     RUIZ, F",0907713,FREE_FORM
,,,,F,13,LEASE LINES:     000223.00 FS            L,0907713,FREE_FORM
,,,,F,14,000699.00 FNE           L,0907713,FREE_FORM
,,,,F,15,SURVEY LINES:    000223.00 FS            L,0907713,FREE_FORM
,,,,F,16,001741.00 FE            L,0907713,FREE_FORM
,02,,01,,,,0908524,CANNED
,03,,06,,,,0908524,CANNED
,04,,02,,,,0908524,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908524,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908524,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908524,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908524,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908524,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908524,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908524,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908524,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908524,FREE_FORM
,,,,F,10,LATERAL # TH1,0908524,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908524,FREE_FORM
,,,,F,12,LEASE LINES:     000100.00 FSE           L,0908524,FREE_FORM
,,,,F,13,000768.00 FSW           L,0908524,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908524,FREE_FORM
,,,,F,15,BH COUNTY: 255,0908524,FREE_FORM
,,,,F,16,SECTION:         BLOCK:           ABSTRACT: 146,0908524,FREE_FORM
,,,,F,17,"SURVEY NAME:     HUNTER, A C",0908524,FREE_FORM
,,,,F,18,LEASE LINES:     001193.00 FW            L,0908524,FREE_FORM
,,,,F,19,002964.00 FNE           L,0908524,FREE_FORM
,,,,F,20,SURVEY LINES:    003454.00 FW            L,0908524,FREE_FORM
,,,,F,21,002421.00 FSE           L,0908524,FREE_FORM
,02,,01,,,,0908527,CANNED
,03,,06,,,,0908527,CANNED
,04,,02,,,,0908527,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908527,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908527,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908527,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908527,FREE_FORM
,,,,F,05,LATERAL # TH1,0908527,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908527,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908527,FREE_FORM
,,,,F,08,000947.00 FNE           L,0908527,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908527,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908527,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908527,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908527,FREE_FORM
,,,,F,13,LEASE LINES:     001073.00 FW            L,0908527,FREE_FORM
,,,,F,14,002764.00 FNE           L,0908527,FREE_FORM
,,,,F,15,SURVEY LINES:    003338.00 FW            L,0908527,FREE_FORM
,,,,F,16,002803.00 FSE           L,0908527,FREE_FORM
,02,,01,,,,0908528,CANNED
,03,,06,,,,0908528,CANNED
,04,,02,,,,0908528,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908528,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908528,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908528,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908528,FREE_FORM
,,,,F,05,LATERAL # TH1,0908528,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908528,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908528,FREE_FORM
,,,,F,08,001111.00 FSW           L,0908528,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908528,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908528,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908528,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908528,FREE_FORM
,,,,F,13,LEASE LINES:     001318.00 FW            L,0908528,FREE_FORM
,,,,F,14,002606.00 FNE           L,0908528,FREE_FORM
,,,,F,15,SURVEY LINES:    003582.00 FW            L,0908528,FREE_FORM
,,,,F,16,002601.00 FSE           L,0908528,FREE_FORM
,02,,01,,,,0908529,CANNED
,03,,06,,,,0908529,CANNED
,04,,02,,,,0908529,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908529,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908529,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908529,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908529,FREE_FORM
,,,,F,05,LATERAL # TH1,0908529,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908529,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908529,FREE_FORM
,,,,F,08,001030.00 FNE           L,0908529,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908529,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908529,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908529,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908529,FREE_FORM
,,,,F,13,LEASE LINES:     001407.00 FW            L,0908529,FREE_FORM
,,,,F,14,002234.00 FNE           L,0908529,FREE_FORM
,,,,F,15,SURVEY LINES:    003675.00 FW            L,0908529,FREE_FORM
,,,,F,16,002846.00 FSE           L,0908529,FREE_FORM
,02,,01,,,,0908530,CANNED
,03,,06,,,,0908530,CANNED
,04,,02,,,,0908530,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908530,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908530,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908530,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908530,FREE_FORM
,,,,F,05,LATERAL # TH1,0908530,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908530,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908530,FREE_FORM
,,,,F,08,000845.00 FNE           L,0908530,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908530,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908530,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908530,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908530,FREE_FORM
,,,,F,13,LEASE LINES:     001203.00 FW            L,0908530,FREE_FORM
,,,,F,14,001990.00 FNE           L,0908530,FREE_FORM
,,,,F,15,SURVEY LINES:    003476.00 FW            L,0908530,FREE_FORM
,,,,F,16,003409.00 FSE           L,0908530,FREE_FORM
,02,,01,,,,0908531,CANNED
,03,,06,,,,0908531,CANNED
,04,,02,,,,0908531,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908531,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908531,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908531,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908531,FREE_FORM
,,,,F,05,LATERAL # TH1,0908531,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908531,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908531,FREE_FORM
,,,,F,08,000684.00 FNE           L,0908531,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908531,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908531,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908531,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908531,FREE_FORM
,,,,F,13,LEASE LINES:     001482.00 FW            L,0908531,FREE_FORM
,,,,F,14,001869.00 FNE           L,0908531,FREE_FORM
,,,,F,15,SURVEY LINES:    003754.00 FW            L,0908531,FREE_FORM
,,,,F,16,003105.00 FSE           L,0908531,FREE_FORM
,02,,01,,,,0908523,CANNED
,03,,06,,,,0908523,CANNED
,04,,02,,,,0908523,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908523,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908523,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908523,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908523,FREE_FORM
,,,,F,05,LATERAL # TH1,0908523,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908523,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908523,FREE_FORM
,,,,F,08,002562.00 FSW           L,0908523,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908523,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908523,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908523,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908523,FREE_FORM
,,,,F,13,LEASE LINES:     000469.00 FW            L,0908523,FREE_FORM
,,,,F,14,003786.00 FNE           L,0908523,FREE_FORM
,,,,F,15,SURVEY LINES:    002726.00 FW            L,0908523,FREE_FORM
,,,,F,16,002640.00 FSE           L,0908523,FREE_FORM
,02,,01,,,,0908532,CANNED
,03,,06,,,,0908532,CANNED
,04,,02,,,,0908532,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908532,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908532,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908532,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908532,FREE_FORM
,,,,F,05,LATERAL # TH1,0908532,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908532,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908532,FREE_FORM
,,,,F,08,002182.00 FSW           L,0908532,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908532,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908532,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908532,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908532,FREE_FORM
,,,,F,13,LEASE LINES:     001487.00 FNE           L,0908532,FREE_FORM
,,,,F,14,002160.00 FNW           L,0908532,FREE_FORM
,,,,F,15,SURVEY LINES:    000157.00 FSW           L,0908532,FREE_FORM
,,,,F,16,023658.00 FNE           L,0908532,FREE_FORM
,02,,01,,,,0908533,CANNED
,03,,06,,,,0908533,CANNED
,04,,02,,,,0908533,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908533,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908533,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908533,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908533,FREE_FORM
,,,,F,05,LATERAL # TH1,0908533,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908533,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908533,FREE_FORM
,,,,F,08,002341.00 FSW           L,0908533,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908533,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908533,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 146,0908533,FREE_FORM
,,,,F,12,"SURVEY NAME:     HUNTER, A C",0908533,FREE_FORM
,,,,F,13,LEASE LINES:     001306.00 FNE           L,0908533,FREE_FORM
,,,,F,14,001574.00 FNW           L,0908533,FREE_FORM
,,,,F,15,SURVEY LINES:    003580.00 FW            L,0908533,FREE_FORM
,,,,F,16,001749.00 FNE           L,0908533,FREE_FORM
,02,,01,,,,0908543,CANNED
,03,,06,,,,0908543,CANNED
,04,,02,,,,0908543,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908543,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908543,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908543,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908543,FREE_FORM
,,,,F,05,LATERAL # TH1,0908543,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908543,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSE           L,0908543,FREE_FORM
,,,,F,08,002508.00 FSW           L,0908543,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908543,FREE_FORM
,,,,F,10,BH COUNTY: 255,0908543,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 7,0908543,FREE_FORM
,,,,F,12,"SURVEY NAME:     MUSQUIZ, R",0908543,FREE_FORM
,,,,F,13,LEASE LINES:     001003.00 FNE           L,0908543,FREE_FORM
,,,,F,14,001766.00 FNW           L,0908543,FREE_FORM
,,,,F,15,SURVEY LINES:    000113.00 FNW           L,0908543,FREE_FORM
,,,,F,16,023303.00 FNE           L,0908543,FREE_FORM
,02,,01,,,,0821668,CANNED
,03,,06,,,,0821668,CANNED
,04,,02,,,,0821668,CANNED
,,,,F,01,LATERAL # TH1,0821668,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0821668,FREE_FORM
,,,,F,03,LEASE LINES:     000698.00 FSE           L,0821668,FREE_FORM
,,,,F,04,001693.00 FSW           L,0821668,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0821668,FREE_FORM
,,,,F,06,BH COUNTY: 255,0821668,FREE_FORM
,,,,F,07,SECTION:         BLOCK:           ABSTRACT: 146,0821668,FREE_FORM
,,,,F,08,"SURVEY NAME:     HUNTER, A C",0821668,FREE_FORM
,,,,F,09,LEASE LINES:     000636.00 FN            L,0821668,FREE_FORM
,,,,F,10,001752.00 FSW           L,0821668,FREE_FORM
,,,,F,11,SURVEY LINES:    000219.00 FNE           L,0821668,FREE_FORM
,,,,F,12,000153.00 FSE           L,0821668,FREE_FORM
,02,,01,,,,0821670,CANNED
,03,,06,,,,0821670,CANNED
,04,,02,,,,0821670,CANNED
,,,,F,01,LATERAL # TH1,0821670,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0821670,FREE_FORM
,,,,F,03,LEASE LINES:     000453.00 FSE           L,0821670,FREE_FORM
,,,,F,04,002131.00 FSW           L,0821670,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0821670,FREE_FORM
,,,,F,06,BH COUNTY: 255,0821670,FREE_FORM
,,,,F,07,SECTION:         BLOCK:           ABSTRACT: 92,0821670,FREE_FORM
,,,,F,08,"SURVEY NAME:     DILLON, J T",0821670,FREE_FORM
,,,,F,09,LEASE LINES:     000064.00 FNE           L,0821670,FREE_FORM
,,,,F,10,002167.00 FSW           L,0821670,FREE_FORM
,,,,F,11,SURVEY LINES:    000175.00 FNE           L,0821670,FREE_FORM
,,,,F,12,000158.00 FNW           L,0821670,FREE_FORM
,02,,01,,,,0907818,CANNED
,03,,02,,,,0907818,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907818,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907818,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907818,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907818,FREE_FORM
,,,,F,05,LATERAL # TH1,0907818,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907818,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FNORTHWEST    L,0907818,FREE_FORM
,,,,F,08,000330.00 FSOUTHWEST    L,0907818,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907818,FREE_FORM
,,,,F,10,BH COUNTY: 255,0907818,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 6,0907818,FREE_FORM
,,,,F,12,"SURVEY NAME:     MARTINEZ, C",0907818,FREE_FORM
,,,,F,13,LEASE LINES:     000142.00 FSOUTHEAST    L,0907818,FREE_FORM
,,,,F,14,001207.00 FNORTHEAST    L,0907818,FREE_FORM
,,,,F,15,SURVEY LINES:    012349.00 FSOUTHEAST    L,0907818,FREE_FORM
,,,,F,16,005006.00 FSOUTHWEST    L,0907818,FREE_FORM
,02,,01,,,,0908415,CANNED
,03,,02,,,,0908415,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908415,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908415,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908415,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908415,FREE_FORM
,,,,F,05,269-32984,0908415,FREE_FORM
,02,,01,,,,0908484,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908484,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908484,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908484,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908484,FREE_FORM
,,,,F,05,269-32984,0908484,FREE_FORM
,02,,01,,,,0908485,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908485,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908485,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908485,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908485,FREE_FORM
,,,,F,05,269-32984,0908485,FREE_FORM
,02,,01,,,,0908777,CANNED
,03,,02,,,,0908777,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908777,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908777,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908777,FREE_FORM
